ID,vendorName,email,phone,address,country,currency,taxID,externalID,status,assignedManager,createdAt,createdBy,modifiedAt,modifiedBy
16156993-0a8a-44f8-9595-f12884130f98,vendorName-16156993,email-16156993,phone-16156993,address-16156993,country-16156993,993,taxID-16156993,externalID-16156993,SUSPENDED,assignedManager-16156993,2017-04-27T00:00:00.000Z,createdBy.9matd@example.org,2000-04-10T00:00:00.000Z,modifiedBy.9matd@example.org
16156994-c55c-4016-86f4-5cfc9a7c0898,vendorName-16156994,email-16156994,phone-16156994,address-16156994,country-16156994,994,taxID-16156994,externalID-16156994,APPROVED,assignedManager-16156994,2004-06-23T00:00:00.000Z,createdBy.9mate@example.net,2018-10-03T00:00:00.000Z,modifiedBy.9mate@example.org
16156995-1cc2-4bbe-babf-e4771c244c4f,vendorName-16156995,email-16156995,phone-16156995,address-16156995,country-16156995,995,taxID-16156995,externalID-16156995,DELETED,assignedManager-16156995,2006-12-23T00:00:00.000Z,createdBy.9matf@example.org,2001-05-08T00:00:00.000Z,modifiedBy.9matf@example.org
16156996-74c8-421a-9082-e98ae96601c2,vendorName-16156996,email-16156996,phone-16156996,address-16156996,country-16156996,996,taxID-16156996,externalID-16156996,DELETED,assignedManager-16156996,2010-05-22T00:00:00.000Z,createdBy.9matg@example.net,2008-12-16T00:00:00.000Z,modifiedBy.9matg@example.org
16156997-3ec5-469d-90ff-571c30b7ac17,vendorName-16156997,email-16156997,phone-16156997,address-16156997,country-16156997,997,taxID-16156997,externalID-16156997,APPROVED,assignedManager-16156997,2016-08-21T00:00:00.000Z,createdBy.9math@example.com,2018-09-05T00:00:00.000Z,modifiedBy.9math@example.com
16156998-2872-4eed-9386-33e81ea86d40,vendorName-16156998,email-16156998,phone-16156998,address-16156998,country-16156998,998,taxID-16156998,externalID-16156998,SUSPENDED,assignedManager-16156998,2010-12-17T00:00:00.000Z,createdBy.9mati@example.net,2007-09-14T00:00:00.000Z,modifiedBy.9mati@example.com
16156999-159f-4c05-a6cb-08627d6869cd,vendorName-16156999,email-16156999,phone-16156999,address-16156999,country-16156999,999,taxID-16156999,externalID-16156999,PENDING,assignedManager-16156999,2016-10-31T00:00:00.000Z,createdBy.9matj@example.org,2022-01-05T00:00:00.000Z,modifiedBy.9matj@example.org
16157000-8d12-4548-910f-029af117cbdb,vendorName-16157000,email-16157000,phone-16157000,address-16157000,country-16157000,000,taxID-16157000,externalID-16157000,DELETED,assignedManager-16157000,2000-11-21T00:00:00.000Z,createdBy.9matk@example.net,2008-12-25T00:00:00.000Z,modifiedBy.9matk@example.com
16157001-e70a-4b8b-8fae-65085c38046b,vendorName-16157001,email-16157001,phone-16157001,address-16157001,country-16157001,001,taxID-16157001,externalID-16157001,SUSPENDED,assignedManager-16157001,2006-10-04T00:00:00.000Z,createdBy.9matl@example.com,2015-02-04T00:00:00.000Z,modifiedBy.9matl@example.org
16157002-9d9f-4af4-9ac6-6546fe94bfbe,vendorName-16157002,email-16157002,phone-16157002,address-16157002,country-16157002,002,taxID-16157002,externalID-16157002,SUSPENDED,assignedManager-16157002,2005-01-05T00:00:00.000Z,createdBy.9matm@example.net,2018-05-07T00:00:00.000Z,modifiedBy.9matm@example.com
16157003-02ea-4f17-8640-ee1160f2e9e5,vendorName-16157003,email-16157003,phone-16157003,address-16157003,country-16157003,003,taxID-16157003,externalID-16157003,PENDING,assignedManager-16157003,2007-08-01T00:00:00.000Z,createdBy.9matn@example.org,2018-12-08T00:00:00.000Z,modifiedBy.9matn@example.com
16157004-642b-4ef7-b7ba-efb9fe2cc23c,vendorName-16157004,email-16157004,phone-16157004,address-16157004,country-16157004,004,taxID-16157004,externalID-16157004,SUSPENDED,assignedManager-16157004,2001-05-30T00:00:00.000Z,createdBy.9mato@example.com,2007-06-02T00:00:00.000Z,modifiedBy.9mato@example.net
16157005-cca9-40ff-a871-d1ec81619645,vendorName-16157005,email-16157005,phone-16157005,address-16157005,country-16157005,005,taxID-16157005,externalID-16157005,DELETED,assignedManager-16157005,2010-03-27T00:00:00.000Z,createdBy.9matp@example.org,2006-08-28T00:00:00.000Z,modifiedBy.9matp@example.com
16157006-3377-446d-9b35-1d7ff3b92a43,vendorName-16157006,email-16157006,phone-16157006,address-16157006,country-16157006,006,taxID-16157006,externalID-16157006,PENDING,assignedManager-16157006,2012-12-23T00:00:00.000Z,createdBy.9matq@example.net,2009-01-22T00:00:00.000Z,modifiedBy.9matq@example.org
16157007-01d7-4309-b79b-7736ff079076,vendorName-16157007,email-16157007,phone-16157007,address-16157007,country-16157007,007,taxID-16157007,externalID-16157007,SUSPENDED,assignedManager-16157007,2013-11-07T00:00:00.000Z,createdBy.9matr@example.net,2005-08-24T00:00:00.000Z,modifiedBy.9matr@example.net
16157008-0226-4abd-8cf7-e027ed592fd6,vendorName-16157008,email-16157008,phone-16157008,address-16157008,country-16157008,008,taxID-16157008,externalID-16157008,DELETED,assignedManager-16157008,2018-09-14T00:00:00.000Z,createdBy.9mats@example.net,2003-02-13T00:00:00.000Z,modifiedBy.9mats@example.com
16157009-0787-403f-9f9c-aab7bade4196,vendorName-16157009,email-16157009,phone-16157009,address-16157009,country-16157009,009,taxID-16157009,externalID-16157009,DELETED,assignedManager-16157009,2011-07-12T00:00:00.000Z,createdBy.9matt@example.org,2014-04-12T00:00:00.000Z,modifiedBy.9matt@example.org
16157010-56d6-4f35-969a-38914b4f8480,vendorName-16157010,email-16157010,phone-16157010,address-16157010,country-16157010,010,taxID-16157010,externalID-16157010,APPROVED,assignedManager-16157010,2005-01-10T00:00:00.000Z,createdBy.9matu@example.com,2018-07-23T00:00:00.000Z,modifiedBy.9matu@example.net
16157011-e5b9-4e4e-bedb-ff0dddc39293,vendorName-16157011,email-16157011,phone-16157011,address-16157011,country-16157011,011,taxID-16157011,externalID-16157011,APPROVED,assignedManager-16157011,2000-02-15T00:00:00.000Z,createdBy.9matv@example.com,2000-01-14T00:00:00.000Z,modifiedBy.9matv@example.org
16157012-63e0-41f5-912b-98957b8b64c1,vendorName-16157012,email-16157012,phone-16157012,address-16157012,country-16157012,012,taxID-16157012,externalID-16157012,PENDING,assignedManager-16157012,2013-09-11T00:00:00.000Z,createdBy.9matw@example.com,2021-08-04T00:00:00.000Z,modifiedBy.9matw@example.net
16157013-80c8-4090-a2bf-51cbb09c94e7,vendorName-16157013,email-16157013,phone-16157013,address-16157013,country-16157013,013,taxID-16157013,externalID-16157013,PENDING,assignedManager-16157013,2004-09-27T00:00:00.000Z,createdBy.9matx@example.net,2008-03-21T00:00:00.000Z,modifiedBy.9matx@example.com
16157014-9b51-4c0d-a2a9-35c0163c9a68,vendorName-16157014,email-16157014,phone-16157014,address-16157014,country-16157014,014,taxID-16157014,externalID-16157014,PENDING,assignedManager-16157014,2005-12-06T00:00:00.000Z,createdBy.9maty@example.org,2020-07-24T00:00:00.000Z,modifiedBy.9maty@example.net
16157015-6f4b-4d15-9772-3b34226eb629,vendorName-16157015,email-16157015,phone-16157015,address-16157015,country-16157015,015,taxID-16157015,externalID-16157015,SUSPENDED,assignedManager-16157015,2021-02-24T00:00:00.000Z,createdBy.9matz@example.org,2006-06-14T00:00:00.000Z,modifiedBy.9matz@example.com
16157016-3a41-4a73-9ce5-b79abb878e3c,vendorName-16157016,email-16157016,phone-16157016,address-16157016,country-16157016,016,taxID-16157016,externalID-16157016,PENDING,assignedManager-16157016,2008-11-18T00:00:00.000Z,createdBy.9mau0@example.net,2008-04-27T00:00:00.000Z,modifiedBy.9mau0@example.org
16157017-910c-4b0c-ac14-b0130875933d,vendorName-16157017,email-16157017,phone-16157017,address-16157017,country-16157017,017,taxID-16157017,externalID-16157017,DELETED,assignedManager-16157017,2014-10-19T00:00:00.000Z,createdBy.9mau1@example.net,2003-08-19T00:00:00.000Z,modifiedBy.9mau1@example.net
16157018-2d0f-494f-8225-552ba2080680,vendorName-16157018,email-16157018,phone-16157018,address-16157018,country-16157018,018,taxID-16157018,externalID-16157018,PENDING,assignedManager-16157018,2021-09-12T00:00:00.000Z,createdBy.9mau2@example.net,2021-02-14T00:00:00.000Z,modifiedBy.9mau2@example.com
16157019-edd3-48fc-8b2d-e6f712505e8a,vendorName-16157019,email-16157019,phone-16157019,address-16157019,country-16157019,019,taxID-16157019,externalID-16157019,APPROVED,assignedManager-16157019,2004-07-24T00:00:00.000Z,createdBy.9mau3@example.org,2021-12-12T00:00:00.000Z,modifiedBy.9mau3@example.net
16157020-866f-4e9f-9100-fefb2575e412,vendorName-16157020,email-16157020,phone-16157020,address-16157020,country-16157020,020,taxID-16157020,externalID-16157020,APPROVED,assignedManager-16157020,2017-02-22T00:00:00.000Z,createdBy.9mau4@example.com,2015-07-21T00:00:00.000Z,modifiedBy.9mau4@example.net
16157021-4328-4025-83fa-b66db38c4b96,vendorName-16157021,email-16157021,phone-16157021,address-16157021,country-16157021,021,taxID-16157021,externalID-16157021,APPROVED,assignedManager-16157021,2001-07-14T00:00:00.000Z,createdBy.9mau5@example.org,2019-09-27T00:00:00.000Z,modifiedBy.9mau5@example.com
16157022-dfc8-4d31-9e24-dfd7b04b173d,vendorName-16157022,email-16157022,phone-16157022,address-16157022,country-16157022,022,taxID-16157022,externalID-16157022,APPROVED,assignedManager-16157022,2015-04-04T00:00:00.000Z,createdBy.9mau6@example.com,2009-04-17T00:00:00.000Z,modifiedBy.9mau6@example.net
16157023-986b-4215-919a-353f7024c119,vendorName-16157023,email-16157023,phone-16157023,address-16157023,country-16157023,023,taxID-16157023,externalID-16157023,SUSPENDED,assignedManager-16157023,2011-02-01T00:00:00.000Z,createdBy.9mau7@example.org,2002-11-05T00:00:00.000Z,modifiedBy.9mau7@example.com
16157024-a1b8-4116-8519-78cb9d95a1e8,vendorName-16157024,email-16157024,phone-16157024,address-16157024,country-16157024,024,taxID-16157024,externalID-16157024,DELETED,assignedManager-16157024,2001-05-29T00:00:00.000Z,createdBy.9mau8@example.org,2008-10-09T00:00:00.000Z,modifiedBy.9mau8@example.net
16157025-ccf5-4229-96f8-006faba52850,vendorName-16157025,email-16157025,phone-16157025,address-16157025,country-16157025,025,taxID-16157025,externalID-16157025,APPROVED,assignedManager-16157025,2004-07-04T00:00:00.000Z,createdBy.9mau9@example.org,2005-10-20T00:00:00.000Z,modifiedBy.9mau9@example.net
16157026-e25b-491e-b886-7953a4924081,vendorName-16157026,email-16157026,phone-16157026,address-16157026,country-16157026,026,taxID-16157026,externalID-16157026,PENDING,assignedManager-16157026,2021-06-04T00:00:00.000Z,createdBy.9maua@example.org,2019-10-06T00:00:00.000Z,modifiedBy.9maua@example.net
16157027-5a69-4dfc-8bcd-6cabbbea1040,vendorName-16157027,email-16157027,phone-16157027,address-16157027,country-16157027,027,taxID-16157027,externalID-16157027,APPROVED,assignedManager-16157027,2009-11-09T00:00:00.000Z,createdBy.9maub@example.org,2001-11-02T00:00:00.000Z,modifiedBy.9maub@example.net
16157028-0149-40b6-bd61-586fe3ea7f36,vendorName-16157028,email-16157028,phone-16157028,address-16157028,country-16157028,028,taxID-16157028,externalID-16157028,APPROVED,assignedManager-16157028,2012-03-15T00:00:00.000Z,createdBy.9mauc@example.com,2018-11-10T00:00:00.000Z,modifiedBy.9mauc@example.com
16157029-b0e1-4eba-b570-c2514bac6cba,vendorName-16157029,email-16157029,phone-16157029,address-16157029,country-16157029,029,taxID-16157029,externalID-16157029,PENDING,assignedManager-16157029,2004-09-14T00:00:00.000Z,createdBy.9maud@example.org,2020-12-17T00:00:00.000Z,modifiedBy.9maud@example.org
16157030-d6a0-4239-ae45-642e275a2cdd,vendorName-16157030,email-16157030,phone-16157030,address-16157030,country-16157030,030,taxID-16157030,externalID-16157030,APPROVED,assignedManager-16157030,2021-06-26T00:00:00.000Z,createdBy.9maue@example.org,2014-12-20T00:00:00.000Z,modifiedBy.9maue@example.org
16157031-25db-48a1-a73e-f78c6c238cd5,vendorName-16157031,email-16157031,phone-16157031,address-16157031,country-16157031,031,taxID-16157031,externalID-16157031,PENDING,assignedManager-16157031,2022-10-11T00:00:00.000Z,createdBy.9mauf@example.com,2016-07-14T00:00:00.000Z,modifiedBy.9mauf@example.net
16157032-4e55-4434-8ef3-443f8a988f98,vendorName-16157032,email-16157032,phone-16157032,address-16157032,country-16157032,032,taxID-16157032,externalID-16157032,SUSPENDED,assignedManager-16157032,2022-12-29T00:00:00.000Z,createdBy.9maug@example.com,2009-03-18T00:00:00.000Z,modifiedBy.9maug@example.com
16157033-90fd-483e-b7c1-91fdd5bd9aae,vendorName-16157033,email-16157033,phone-16157033,address-16157033,country-16157033,033,taxID-16157033,externalID-16157033,DELETED,assignedManager-16157033,2022-04-27T00:00:00.000Z,createdBy.9mauh@example.net,2021-08-17T00:00:00.000Z,modifiedBy.9mauh@example.net
16157034-7c36-4fbb-9f22-96ecbaee5c7b,vendorName-16157034,email-16157034,phone-16157034,address-16157034,country-16157034,034,taxID-16157034,externalID-16157034,SUSPENDED,assignedManager-16157034,2003-06-22T00:00:00.000Z,createdBy.9maui@example.org,2014-10-18T00:00:00.000Z,modifiedBy.9maui@example.org
16157035-63cc-4c42-b1c3-18885b265efc,vendorName-16157035,email-16157035,phone-16157035,address-16157035,country-16157035,035,taxID-16157035,externalID-16157035,SUSPENDED,assignedManager-16157035,2010-01-24T00:00:00.000Z,createdBy.9mauj@example.org,2022-10-26T00:00:00.000Z,modifiedBy.9mauj@example.org
16157036-e3d4-48e5-b96c-6fb14cabb170,vendorName-16157036,email-16157036,phone-16157036,address-16157036,country-16157036,036,taxID-16157036,externalID-16157036,PENDING,assignedManager-16157036,2003-03-28T00:00:00.000Z,createdBy.9mauk@example.org,2016-07-20T00:00:00.000Z,modifiedBy.9mauk@example.net
16157037-f031-43fe-b500-d0fc83159dd0,vendorName-16157037,email-16157037,phone-16157037,address-16157037,country-16157037,037,taxID-16157037,externalID-16157037,PENDING,assignedManager-16157037,2016-08-29T00:00:00.000Z,createdBy.9maul@example.org,2002-01-24T00:00:00.000Z,modifiedBy.9maul@example.org
16157038-3843-477a-ae12-1166d75521ab,vendorName-16157038,email-16157038,phone-16157038,address-16157038,country-16157038,038,taxID-16157038,externalID-16157038,DELETED,assignedManager-16157038,2008-11-06T00:00:00.000Z,createdBy.9maum@example.org,2001-03-14T00:00:00.000Z,modifiedBy.9maum@example.net
16157039-c816-4344-b506-d0bae4ea5101,vendorName-16157039,email-16157039,phone-16157039,address-16157039,country-16157039,039,taxID-16157039,externalID-16157039,SUSPENDED,assignedManager-16157039,2015-02-04T00:00:00.000Z,createdBy.9maun@example.net,2002-11-15T00:00:00.000Z,modifiedBy.9maun@example.com
16157040-1d2c-44fa-8cc4-09717db84b1f,vendorName-16157040,email-16157040,phone-16157040,address-16157040,country-16157040,040,taxID-16157040,externalID-16157040,SUSPENDED,assignedManager-16157040,2018-04-03T00:00:00.000Z,createdBy.9mauo@example.org,2019-02-04T00:00:00.000Z,modifiedBy.9mauo@example.org
16157041-9409-4f2b-94e3-6c14955617fd,vendorName-16157041,email-16157041,phone-16157041,address-16157041,country-16157041,041,taxID-16157041,externalID-16157041,SUSPENDED,assignedManager-16157041,2013-02-18T00:00:00.000Z,createdBy.9maup@example.net,2012-06-30T00:00:00.000Z,modifiedBy.9maup@example.net
16157042-959f-4ba4-9509-17145e624cd3,vendorName-16157042,email-16157042,phone-16157042,address-16157042,country-16157042,042,taxID-16157042,externalID-16157042,APPROVED,assignedManager-16157042,2012-05-05T00:00:00.000Z,createdBy.9mauq@example.net,2021-02-25T00:00:00.000Z,modifiedBy.9mauq@example.net
16157043-b8a9-43b1-a482-e4984efdf12d,vendorName-16157043,email-16157043,phone-16157043,address-16157043,country-16157043,043,taxID-16157043,externalID-16157043,DELETED,assignedManager-16157043,2007-12-11T00:00:00.000Z,createdBy.9maur@example.com,2020-09-30T00:00:00.000Z,modifiedBy.9maur@example.net
16157044-6a26-4374-a1bd-268edf118af5,vendorName-16157044,email-16157044,phone-16157044,address-16157044,country-16157044,044,taxID-16157044,externalID-16157044,SUSPENDED,assignedManager-16157044,2006-06-18T00:00:00.000Z,createdBy.9maus@example.net,2016-03-24T00:00:00.000Z,modifiedBy.9maus@example.com
16157045-8118-4ba0-b6b3-d36a9ffc58d1,vendorName-16157045,email-16157045,phone-16157045,address-16157045,country-16157045,045,taxID-16157045,externalID-16157045,PENDING,assignedManager-16157045,2019-08-20T00:00:00.000Z,createdBy.9maut@example.org,2000-01-20T00:00:00.000Z,modifiedBy.9maut@example.com
16157046-ef56-4f73-b649-2144d264e764,vendorName-16157046,email-16157046,phone-16157046,address-16157046,country-16157046,046,taxID-16157046,externalID-16157046,PENDING,assignedManager-16157046,2013-02-21T00:00:00.000Z,createdBy.9mauu@example.org,2018-11-14T00:00:00.000Z,modifiedBy.9mauu@example.org
16157047-d0d8-4f4d-9e55-4376c388d306,vendorName-16157047,email-16157047,phone-16157047,address-16157047,country-16157047,047,taxID-16157047,externalID-16157047,DELETED,assignedManager-16157047,2019-07-11T00:00:00.000Z,createdBy.9mauv@example.org,2005-11-02T00:00:00.000Z,modifiedBy.9mauv@example.com
16157048-7979-4add-bcec-a164ace14dc3,vendorName-16157048,email-16157048,phone-16157048,address-16157048,country-16157048,048,taxID-16157048,externalID-16157048,SUSPENDED,assignedManager-16157048,2008-01-22T00:00:00.000Z,createdBy.9mauw@example.org,2022-04-15T00:00:00.000Z,modifiedBy.9mauw@example.org
16157049-6bed-4d52-8e99-1d7f523df2f7,vendorName-16157049,email-16157049,phone-16157049,address-16157049,country-16157049,049,taxID-16157049,externalID-16157049,DELETED,assignedManager-16157049,2010-08-28T00:00:00.000Z,createdBy.9maux@example.com,2003-06-07T00:00:00.000Z,modifiedBy.9maux@example.net
16157050-8459-412d-9051-0d3d53ad3cd4,vendorName-16157050,email-16157050,phone-16157050,address-16157050,country-16157050,050,taxID-16157050,externalID-16157050,PENDING,assignedManager-16157050,2008-03-31T00:00:00.000Z,createdBy.9mauy@example.com,2009-03-26T00:00:00.000Z,modifiedBy.9mauy@example.net
16157051-9273-4c44-aaf0-1b47e7a16642,vendorName-16157051,email-16157051,phone-16157051,address-16157051,country-16157051,051,taxID-16157051,externalID-16157051,PENDING,assignedManager-16157051,2021-03-10T00:00:00.000Z,createdBy.9mauz@example.net,2019-09-01T00:00:00.000Z,modifiedBy.9mauz@example.net
16157052-4286-45e4-9b06-d4b6d5f77482,vendorName-16157052,email-16157052,phone-16157052,address-16157052,country-16157052,052,taxID-16157052,externalID-16157052,PENDING,assignedManager-16157052,2007-02-02T00:00:00.000Z,createdBy.9mav0@example.com,2001-09-18T00:00:00.000Z,modifiedBy.9mav0@example.org
16157053-a2f1-4a3c-a659-c58bf220290c,vendorName-16157053,email-16157053,phone-16157053,address-16157053,country-16157053,053,taxID-16157053,externalID-16157053,DELETED,assignedManager-16157053,2012-01-23T00:00:00.000Z,createdBy.9mav1@example.net,2019-02-27T00:00:00.000Z,modifiedBy.9mav1@example.com
16157054-fd77-4ac1-af4f-0f2c0602566b,vendorName-16157054,email-16157054,phone-16157054,address-16157054,country-16157054,054,taxID-16157054,externalID-16157054,APPROVED,assignedManager-16157054,2011-07-29T00:00:00.000Z,createdBy.9mav2@example.org,2003-09-19T00:00:00.000Z,modifiedBy.9mav2@example.net
16157055-3602-473a-8dc8-894359f4f4d7,vendorName-16157055,email-16157055,phone-16157055,address-16157055,country-16157055,055,taxID-16157055,externalID-16157055,APPROVED,assignedManager-16157055,2015-08-11T00:00:00.000Z,createdBy.9mav3@example.com,2003-12-18T00:00:00.000Z,modifiedBy.9mav3@example.org
16157056-0b0e-494c-8963-954eabdfc9a2,vendorName-16157056,email-16157056,phone-16157056,address-16157056,country-16157056,056,taxID-16157056,externalID-16157056,APPROVED,assignedManager-16157056,2005-08-13T00:00:00.000Z,createdBy.9mav4@example.org,2012-01-23T00:00:00.000Z,modifiedBy.9mav4@example.org
16157057-c18f-4d66-b35a-bff8fde56776,vendorName-16157057,email-16157057,phone-16157057,address-16157057,country-16157057,057,taxID-16157057,externalID-16157057,APPROVED,assignedManager-16157057,2005-02-03T00:00:00.000Z,createdBy.9mav5@example.net,2023-12-29T00:00:00.000Z,modifiedBy.9mav5@example.com
16157058-e408-4ea9-840a-3b640d55beae,vendorName-16157058,email-16157058,phone-16157058,address-16157058,country-16157058,058,taxID-16157058,externalID-16157058,APPROVED,assignedManager-16157058,2022-04-05T00:00:00.000Z,createdBy.9mav6@example.net,2001-03-24T00:00:00.000Z,modifiedBy.9mav6@example.org
16157059-1afe-4b84-839d-d1ca662c9bf6,vendorName-16157059,email-16157059,phone-16157059,address-16157059,country-16157059,059,taxID-16157059,externalID-16157059,PENDING,assignedManager-16157059,2010-04-19T00:00:00.000Z,createdBy.9mav7@example.net,2012-09-09T00:00:00.000Z,modifiedBy.9mav7@example.com
