ID,invoice_ID,action,actor,timestamp,comments
16055510-aa05-4b7a-9f69-44e98ae5a6e4,620952f4-8ab8-4ebd-bec6-162defa1c015,REJECTED,actor-16055510,2007-02-25T00:00:00.000Z,comments-16055510
16055511-2a3b-47e7-95ae-a2408aea2d93,620952f4-8ab8-4ebd-bec6-162defa1c015,SUBMITTED,actor-16055511,2016-12-11T00:00:00.000Z,comments-16055511
7171695d-ca0f-4e9a-8ca2-803ce3412948,62095334-d67b-4ff6-9bcb-3ee7648d6a06,REJECTED,actor-7171695,2010-03-02T00:00:00.000Z,comments-7171695
71716960-5253-40e1-83f0-c7f0339f05fa,62095334-d67b-4ff6-9bcb-3ee7648d6a06,SUBMITTED,actor-7171696,2020-02-19T00:00:00.000Z,comments-7171696
13786543-591a-434b-893c-4ba79466f00e,62095441-71f8-4ac5-8bd0-62f6603291c5,APPROVED,actor-13786543,2013-08-12T00:00:00.000Z,comments-13786543
13786544-92e2-4414-869e-c3bfbdaaaad0,62095441-71f8-4ac5-8bd0-62f6603291c5,APPROVED,actor-13786544,2014-01-30T00:00:00.000Z,comments-13786544
10942050-63db-4eb6-b02c-9e8bb09f6772,620955ce-3a44-4743-8c35-80ac3868ba74,SUBMITTED,actor-10942050,2012-02-03T00:00:00.000Z,comments-10942050
10942051-fa7d-4386-afc4-cddac69f612a,620955ce-3a44-4743-8c35-80ac3868ba74,APPROVED,actor-10942051,2016-01-25T00:00:00.000Z,comments-10942051
24491923-d1cb-4ae5-8ce0-389c0a961199,62095668-dbb0-41a2-9021-66f7aca6d9e9,REJECTED,actor-24491923,2000-09-26T00:00:00.000Z,comments-24491923
24491924-e9b1-421b-a097-1809460bad7e,62095668-dbb0-41a2-9021-66f7aca6d9e9,REJECTED,actor-24491924,2012-12-12T00:00:00.000Z,comments-24491924
5894872e-4587-4c57-b1f9-b9063b45b117,620957c4-b700-4876-b2b8-54000efef564,SUBMITTED,actor-5894872,2007-12-09T00:00:00.000Z,comments-5894872
58948736-8e58-4c7b-a738-3127f86bc3ef,620957c4-b700-4876-b2b8-54000efef564,REJECTED,actor-5894873,2010-07-03T00:00:00.000Z,comments-5894873
28494987-2123-47f7-be85-bdfc0d019f91,6209583a-9d63-4eb7-848d-ec5cbbf82518,APPROVED,actor-28494987,2012-09-21T00:00:00.000Z,comments-28494987
28494988-ea66-4eb5-8b28-18adf4d245ea,6209583a-9d63-4eb7-848d-ec5cbbf82518,APPROVED,actor-28494988,2016-05-18T00:00:00.000Z,comments-28494988
26418816-594a-4e7f-a14d-c9ee06025feb,62095914-2419-49f0-b68b-cab582f77902,REJECTED,actor-26418816,2009-09-20T00:00:00.000Z,comments-26418816
26418817-57f8-4088-a8a4-5bc696fc4f5b,62095914-2419-49f0-b68b-cab582f77902,REJECTED,actor-26418817,2020-07-08T00:00:00.000Z,comments-26418817
67272184-8d6b-48a1-bf55-447b6dc5dc73,6209602f-2e70-4928-9900-ee93256eeb38,PAID,actor-6727218,2013-01-04T00:00:00.000Z,comments-6727218
67272194-5932-49b5-9c02-abdaeecc6672,6209602f-2e70-4928-9900-ee93256eeb38,REJECTED,actor-6727219,2004-07-11T00:00:00.000Z,comments-6727219
9204374b-b14c-43a9-844a-67df83bba69d,62096174-2945-4844-8333-38c1fec60201,REJECTED,actor-9204374,2019-01-23T00:00:00.000Z,comments-9204374
92043758-dacc-4d7c-9e83-bde9e74aa5f7,62096174-2945-4844-8333-38c1fec60201,APPROVED,actor-9204375,2008-10-25T00:00:00.000Z,comments-9204375
26157739-42a0-41d7-83f0-77df0c4c7e69,620962c8-4b4e-4fbc-8627-3012bd117199,REJECTED,actor-2615773,2007-01-10T00:00:00.000Z,comments-2615773
26157747-bb15-44a7-8270-dc282b18e458,620962c8-4b4e-4fbc-8627-3012bd117199,REJECTED,actor-2615774,2007-08-02T00:00:00.000Z,comments-2615774
23064819-66bc-413a-bfe0-07d5edb8c874,620963de-d7b1-4637-8da5-e390d1b88f0c,REJECTED,actor-23064819,2001-04-04T00:00:00.000Z,comments-23064819
23064820-2e4d-4528-81c8-943990ea8f6d,620963de-d7b1-4637-8da5-e390d1b88f0c,REJECTED,actor-23064820,2009-06-03T00:00:00.000Z,comments-23064820
34669790-1206-4398-9bef-40df4ff0dbab,62096469-a435-4f44-a7d0-2740438ab5e6,APPROVED,actor-3466979,2012-08-19T00:00:00.000Z,comments-3466979
3466980d-d4f9-4a56-a256-57fe41726dc0,62096469-a435-4f44-a7d0-2740438ab5e6,SUBMITTED,actor-3466980,2010-03-22T00:00:00.000Z,comments-3466980
18290396-9fdf-4d77-a2d6-cd91a8aa77a4,620965e7-0b08-4b31-99b5-f085b68229e3,SUBMITTED,actor-18290396,2016-10-26T00:00:00.000Z,comments-18290396
18290397-18ab-4797-b6f4-57a5ef2d2817,620965e7-0b08-4b31-99b5-f085b68229e3,APPROVED,actor-18290397,2004-01-22T00:00:00.000Z,comments-18290397
26629542-2871-4dd6-baaa-dbd709400d48,62096668-bbf1-451a-87cc-663ed6d1cbb9,REJECTED,actor-26629542,2018-02-23T00:00:00.000Z,comments-26629542
26629543-5ec9-4160-9a3a-cdbfcc0012b7,62096668-bbf1-451a-87cc-663ed6d1cbb9,PAID,actor-26629543,2001-10-17T00:00:00.000Z,comments-26629543
8527780f-9dc9-4749-a7c7-59778c5a9407,6209674e-65ea-4f42-8b4a-d8fc496cd77e,PAID,actor-8527780,2008-12-21T00:00:00.000Z,comments-8527780
85277810-6330-474d-9d0f-1d1064984df4,6209674e-65ea-4f42-8b4a-d8fc496cd77e,SUBMITTED,actor-8527781,2016-05-05T00:00:00.000Z,comments-8527781
14011200-8b3a-4165-93c1-70a375574161,620968ad-cc17-416c-a38c-bd75f773a0d7,PAID,actor-14011200,2007-07-19T00:00:00.000Z,comments-14011200
14011201-93f4-4ef4-b8b8-c21cd12ab927,620968ad-cc17-416c-a38c-bd75f773a0d7,SUBMITTED,actor-14011201,2001-02-20T00:00:00.000Z,comments-14011201
77735959-c712-4e4a-94c0-ff0511988035,620969f8-c0dd-4d54-9dde-a95feec22fa9,APPROVED,actor-7773595,2006-06-23T00:00:00.000Z,comments-7773595
7773596d-1f41-4075-a580-9ccbd17a4bf1,620969f8-c0dd-4d54-9dde-a95feec22fa9,PAID,actor-7773596,2001-10-01T00:00:00.000Z,comments-7773596
31070821-4dd7-407e-ab62-4b01e98efa8a,6209708d-07c3-43fa-8963-0926cf06a66a,REJECTED,actor-31070821,2015-08-19T00:00:00.000Z,comments-31070821
31070822-d0b1-4837-9b6b-8d2085f85e82,6209708d-07c3-43fa-8963-0926cf06a66a,SUBMITTED,actor-31070822,2010-01-07T00:00:00.000Z,comments-31070822
21254907-0ca1-4fed-b137-fb6cc417a85a,620971c4-0b37-4547-a385-1421c048c59d,PAID,actor-21254907,2011-10-18T00:00:00.000Z,comments-21254907
21254908-0431-4b9c-9a44-d342b661ea30,620971c4-0b37-4547-a385-1421c048c59d,PAID,actor-21254908,2000-12-13T00:00:00.000Z,comments-21254908
28928274-783f-4e91-adaf-71ad71df8edd,62097213-3c8f-4fce-90a3-7253827fe8b3,APPROVED,actor-28928274,2012-01-04T00:00:00.000Z,comments-28928274
28928275-3758-42ca-85a0-ea1d8362bb0c,62097213-3c8f-4fce-90a3-7253827fe8b3,SUBMITTED,actor-28928275,2001-10-24T00:00:00.000Z,comments-28928275
13596425-420e-47d6-a2fe-19d4c29e175d,620973a0-c62c-4702-aa0a-2f193a96e232,REJECTED,actor-13596425,2022-04-02T00:00:00.000Z,comments-13596425
13596426-04a2-4d06-a7bd-3e6fe37e5bef,620973a0-c62c-4702-aa0a-2f193a96e232,REJECTED,actor-13596426,2005-05-29T00:00:00.000Z,comments-13596426
77704035-fc1e-47cb-b309-79e03af6d879,620974d7-7585-47d6-9bfc-9d1412a11738,REJECTED,actor-7770403,2018-05-29T00:00:00.000Z,comments-7770403
77704047-635b-4235-b286-4556893ee625,620974d7-7585-47d6-9bfc-9d1412a11738,SUBMITTED,actor-7770404,2007-10-13T00:00:00.000Z,comments-7770404
28260069-d84d-4e36-a00b-b9d432a47190,620975a0-dc91-43dd-bbfc-8f0f5a8822a9,APPROVED,actor-28260069,2010-08-24T00:00:00.000Z,comments-28260069
28260070-8bf4-443d-835e-ecd552ca00bf,620975a0-dc91-43dd-bbfc-8f0f5a8822a9,REJECTED,actor-28260070,2016-04-07T00:00:00.000Z,comments-28260070
17993572-8d52-41b5-b188-9ba4d38f90c2,62097648-6710-4345-a35c-9e95f1dbedb4,REJECTED,actor-17993572,2020-03-21T00:00:00.000Z,comments-17993572
17993573-c7eb-430b-8941-43b7cc755c67,62097648-6710-4345-a35c-9e95f1dbedb4,PAID,actor-17993573,2015-11-26T00:00:00.000Z,comments-17993573
23962654-945a-43bc-aae7-6aef82083bdc,6209779e-6183-43c2-b7d2-71c84261aca5,PAID,actor-23962654,2017-07-04T00:00:00.000Z,comments-23962654
23962655-b575-44c6-b04a-50e2e6be2f56,6209779e-6183-43c2-b7d2-71c84261aca5,REJECTED,actor-23962655,2017-08-28T00:00:00.000Z,comments-23962655
70038331-0a39-4249-8c76-9d50f5ed96bf,6209788b-0334-4846-bb6f-058884cf6688,SUBMITTED,actor-700383,2015-07-26T00:00:00.000Z,comments-700383
70038443-8b37-44be-bb22-fee784b7a525,6209788b-0334-4846-bb6f-058884cf6688,APPROVED,actor-700384,2014-01-25T00:00:00.000Z,comments-700384
15335010-5b76-4cfb-9254-6c83ae30519b,6209799d-5c58-4bc9-9b1f-cacb4d00a159,PAID,actor-15335010,2016-05-21T00:00:00.000Z,comments-15335010
15335011-105b-4b30-9bd8-47e895b616df,6209799d-5c58-4bc9-9b1f-cacb4d00a159,PAID,actor-15335011,2021-05-26T00:00:00.000Z,comments-15335011
91341089-4a2b-4ea0-b610-0d3b5b074176,620980f7-a544-4fff-970c-1e1e065ec04c,REJECTED,actor-9134108,2019-08-31T00:00:00.000Z,comments-9134108
9134109c-3b71-415c-b196-88c6b639c1ab,620980f7-a544-4fff-970c-1e1e065ec04c,REJECTED,actor-9134109,2015-01-11T00:00:00.000Z,comments-9134109
14406247-bc50-4610-9512-3cd90f5ec0bc,6209814e-adc7-4b2b-97fd-9ed0eb00f33e,PAID,actor-14406247,2006-06-24T00:00:00.000Z,comments-14406247
14406248-052b-40fb-9ef4-e0ffd78856e0,6209814e-adc7-4b2b-97fd-9ed0eb00f33e,SUBMITTED,actor-14406248,2023-11-22T00:00:00.000Z,comments-14406248
27498979-8884-4595-acba-d7a842cb0be2,62098238-faba-4f78-a086-95c76ffe48c7,APPROVED,actor-27498979,2016-10-05T00:00:00.000Z,comments-27498979
27498980-53f1-4657-bb9e-e55f8cf30de0,62098238-faba-4f78-a086-95c76ffe48c7,SUBMITTED,actor-27498980,2003-02-01T00:00:00.000Z,comments-27498980
18869008-5337-4c55-8966-149d77de25c2,62098396-f8d3-49dd-82cf-76a0c4725cd5,SUBMITTED,actor-18869008,2013-03-05T00:00:00.000Z,comments-18869008
18869009-a8fc-44af-be42-2227c54924cd,62098396-f8d3-49dd-82cf-76a0c4725cd5,APPROVED,actor-18869009,2013-05-02T00:00:00.000Z,comments-18869009
26653804-4e40-47fb-93cd-1481daa33d34,62098487-66f9-4af6-b60a-406c3dbda23c,APPROVED,actor-26653804,2014-03-15T00:00:00.000Z,comments-26653804
26653805-74ec-4d4d-9d12-afdad7688d9c,62098487-66f9-4af6-b60a-406c3dbda23c,PAID,actor-26653805,2019-09-05T00:00:00.000Z,comments-26653805
37755691-5459-4378-b5ae-8cc6f786ade8,62098553-c78e-42de-be1a-874f5a3f8e46,APPROVED,actor-3775569,2011-08-03T00:00:00.000Z,comments-3775569
37755700-0b43-4e13-96a9-26ad080847c4,62098553-c78e-42de-be1a-874f5a3f8e46,SUBMITTED,actor-3775570,2014-11-15T00:00:00.000Z,comments-3775570
21971333-4408-48f6-995c-8db792e1cff8,62098662-09db-4c23-9942-9a86d83767bc,APPROVED,actor-21971333,2022-09-19T00:00:00.000Z,comments-21971333
21971334-1a12-42d7-8c85-0d785be16a2f,62098662-09db-4c23-9942-9a86d83767bc,APPROVED,actor-21971334,2017-08-05T00:00:00.000Z,comments-21971334
9901571f-d917-4b79-b311-b41e7cad425c,620987bf-251b-4714-8f81-3d3c9ce656d6,REJECTED,actor-9901571,2017-01-22T00:00:00.000Z,comments-9901571
99015728-a710-4ab1-b07e-4fc9a587c5f4,620987bf-251b-4714-8f81-3d3c9ce656d6,APPROVED,actor-9901572,2017-09-14T00:00:00.000Z,comments-9901572
7996741b-1d36-45d4-848e-cfffede8e5ae,62098870-7d1e-404b-9827-871107233c4d,SUBMITTED,actor-7996741,2011-10-21T00:00:00.000Z,comments-7996741
7996742b-19c9-44de-9a46-35cd2502171f,62098870-7d1e-404b-9827-871107233c4d,APPROVED,actor-7996742,2018-06-22T00:00:00.000Z,comments-7996742
10661426-2fa5-4172-b0ae-651af45d94b0,62098982-bcc0-4dbb-93d2-f6f05c34bec2,APPROVED,actor-1066142,2017-01-19T00:00:00.000Z,comments-1066142
10661433-cce0-4472-ac17-2dbb65d03f6e,62098982-bcc0-4dbb-93d2-f6f05c34bec2,SUBMITTED,actor-1066143,2015-02-16T00:00:00.000Z,comments-1066143
25216476-65d1-47c4-8935-54a8d1b73d7b,62099081-9ca8-4542-b3db-68120e5c2f23,SUBMITTED,actor-25216476,2020-06-20T00:00:00.000Z,comments-25216476
25216477-0b1d-43fc-86c2-ca18ce26cca8,62099081-9ca8-4542-b3db-68120e5c2f23,REJECTED,actor-25216477,2013-09-24T00:00:00.000Z,comments-25216477
20863981-4fe1-4cc5-b838-a8e24cbc4102,620991fd-f56a-442f-b7e9-c291c7632964,SUBMITTED,actor-20863981,2002-11-07T00:00:00.000Z,comments-20863981
20863982-5ed3-4527-be93-ebe5bd15738e,620991fd-f56a-442f-b7e9-c291c7632964,REJECTED,actor-20863982,2016-07-22T00:00:00.000Z,comments-20863982
69855156-9b4a-489a-85d9-da51c200f3ee,62099282-24bd-4206-a307-570733ef6261,SUBMITTED,actor-6985515,2000-04-10T00:00:00.000Z,comments-6985515
69855162-851a-47fa-b2d4-42c62991d641,62099282-24bd-4206-a307-570733ef6261,APPROVED,actor-6985516,2017-07-28T00:00:00.000Z,comments-6985516
11666309-cd50-4034-b7c5-bfb822a1a92c,6209934a-2d85-4349-a855-81922f0ede8f,REJECTED,actor-11666309,2013-11-26T00:00:00.000Z,comments-11666309
11666310-6c17-4b7c-9bee-da35c7e20a91,6209934a-2d85-4349-a855-81922f0ede8f,SUBMITTED,actor-11666310,2002-10-01T00:00:00.000Z,comments-11666310
33401322-8815-400f-bd58-1eea43dff61f,6209944b-e49d-4415-9612-226e5ab25f3a,REJECTED,actor-3340132,2002-06-29T00:00:00.000Z,comments-3340132
33401337-9900-44a5-a6f6-f89b6cdc6066,6209944b-e49d-4415-9612-226e5ab25f3a,REJECTED,actor-3340133,2017-09-01T00:00:00.000Z,comments-3340133
29376426-8b3f-445d-af32-70ba8190574f,620995ed-26c9-45db-89d5-ec04eff589d6,PAID,actor-29376426,2006-12-08T00:00:00.000Z,comments-29376426
29376427-8e6b-47e5-88e1-6dd0324e4411,620995ed-26c9-45db-89d5-ec04eff589d6,PAID,actor-29376427,2014-12-27T00:00:00.000Z,comments-29376427
16104245-f375-4216-abde-9497ed725392,62099645-d96b-4ea7-a613-5950ba5b3623,PAID,actor-16104245,2007-09-09T00:00:00.000Z,comments-16104245
16104246-2c60-4a11-baed-1f8cea7886c4,62099645-d96b-4ea7-a613-5950ba5b3623,APPROVED,actor-16104246,2005-12-30T00:00:00.000Z,comments-16104246
16924105-a276-4843-a8f6-4bd6864a6da7,620997b9-66ea-4ead-8dc2-bccf5143e383,SUBMITTED,actor-16924105,2015-07-24T00:00:00.000Z,comments-16924105
16924106-43f5-48f8-bb82-9f1635e647a4,620997b9-66ea-4ead-8dc2-bccf5143e383,REJECTED,actor-16924106,2018-03-17T00:00:00.000Z,comments-16924106
28173323-019c-47b5-8b9f-79cdae0ddf11,62099824-facf-45ee-abdf-79875b1c0445,REJECTED,actor-28173323,2020-06-03T00:00:00.000Z,comments-28173323
28173324-c84a-4df0-9e44-c7732f565a08,62099824-facf-45ee-abdf-79875b1c0445,REJECTED,actor-28173324,2002-12-15T00:00:00.000Z,comments-28173324
11706137-0c8b-4c27-b964-32010b75ebdb,62099963-31a4-4ac3-9649-29bc81c76a12,PAID,actor-11706137,2015-06-01T00:00:00.000Z,comments-11706137
11706138-89b2-46b4-94af-80e63fbb46bf,62099963-31a4-4ac3-9649-29bc81c76a12,REJECTED,actor-11706138,2022-09-03T00:00:00.000Z,comments-11706138
49370831-f393-48f7-a263-a3ec688daccd,621000ea-6602-45d6-a584-73fbc9b52871,APPROVED,actor-4937083,2001-06-26T00:00:00.000Z,comments-4937083
49370845-292a-48ee-b8f6-66a8647272ad,621000ea-6602-45d6-a584-73fbc9b52871,APPROVED,actor-4937084,2023-06-13T00:00:00.000Z,comments-4937084
20679039-6ad0-41d9-ab6e-560cfe7f9479,6210012b-fe2b-4cc1-bca9-e6e72e11e22a,PAID,actor-20679039,2009-12-04T00:00:00.000Z,comments-20679039
20679040-a964-4270-ac87-e56459490244,6210012b-fe2b-4cc1-bca9-e6e72e11e22a,REJECTED,actor-20679040,2023-12-14T00:00:00.000Z,comments-20679040
13387640-510b-4d77-ae2d-f62914619c6d,621002d1-f6b8-4ec2-b00a-d1caec4600c2,PAID,actor-13387640,2000-01-24T00:00:00.000Z,comments-13387640
13387641-1e4d-485c-8e9e-33c4423422c1,621002d1-f6b8-4ec2-b00a-d1caec4600c2,PAID,actor-13387641,2011-12-09T00:00:00.000Z,comments-13387641
58285526-451f-4ae5-8aa1-1d16455a06cb,62100359-974a-419f-b8fb-e9f331a07379,APPROVED,actor-5828552,2008-04-21T00:00:00.000Z,comments-5828552
58285532-c441-4feb-892d-19c77bb46c95,62100359-974a-419f-b8fb-e9f331a07379,APPROVED,actor-5828553,2023-05-03T00:00:00.000Z,comments-5828553
25551641-e4e5-4406-b3b6-65ef1a53e004,62100448-c941-4682-9fef-4188ef6f38a9,APPROVED,actor-25551641,2001-08-04T00:00:00.000Z,comments-25551641
25551642-cdfd-447b-ae42-002775d2b140,62100448-c941-4682-9fef-4188ef6f38a9,PAID,actor-25551642,2017-09-25T00:00:00.000Z,comments-25551642
25866250-89f9-427d-af5b-051643be9342,621005db-eeb2-4ca5-b5a2-282946147966,APPROVED,actor-25866250,2016-09-04T00:00:00.000Z,comments-25866250
25866251-0474-4825-8bdd-8483cdd6b4cf,621005db-eeb2-4ca5-b5a2-282946147966,REJECTED,actor-25866251,2009-01-20T00:00:00.000Z,comments-25866251
88453113-e1bb-40d9-ad65-e4d3fa3084a8,6210065e-3e1c-4bbd-bbb1-be0d2a5df7f8,SUBMITTED,actor-8845311,2009-06-17T00:00:00.000Z,comments-8845311
8845312b-c189-49c3-8f44-da56056d53a1,6210065e-3e1c-4bbd-bbb1-be0d2a5df7f8,APPROVED,actor-8845312,2004-01-21T00:00:00.000Z,comments-8845312
13642319-3795-4c13-a00c-e503eedaf154,621007f4-b405-4883-9427-41d50fdd0f47,SUBMITTED,actor-13642319,2015-08-14T00:00:00.000Z,comments-13642319
13642320-71ec-4aae-a6b3-6676a6c7cf40,621007f4-b405-4883-9427-41d50fdd0f47,REJECTED,actor-13642320,2016-08-16T00:00:00.000Z,comments-13642320
31080619-0f5a-4c85-9c93-026f2028dac4,62100871-e807-4adb-8f71-490c021c4e2d,APPROVED,actor-31080619,2005-04-27T00:00:00.000Z,comments-31080619
31080620-8d31-44cb-af35-ccd03cf9f5f9,62100871-e807-4adb-8f71-490c021c4e2d,PAID,actor-31080620,2004-09-10T00:00:00.000Z,comments-31080620
28667801-2bac-4913-9c42-b847c1435b5d,621009db-93a5-4c82-a5ec-7daed1222353,APPROVED,actor-28667801,2004-10-11T00:00:00.000Z,comments-28667801
28667802-43a8-48c9-bc6f-d1f003bef5c9,621009db-93a5-4c82-a5ec-7daed1222353,PAID,actor-28667802,2002-05-03T00:00:00.000Z,comments-28667802
27310701-36b9-4887-bc7e-7d9da5f51c01,621010af-88cd-4cc6-b571-88ab3544e95c,APPROVED,actor-27310701,2007-10-18T00:00:00.000Z,comments-27310701
27310702-c3d1-493e-a2ef-e31bf25eaf12,621010af-88cd-4cc6-b571-88ab3544e95c,PAID,actor-27310702,2007-09-28T00:00:00.000Z,comments-27310702
31183006-4e10-4747-b72e-f0bc0a0e7b43,62101128-f2a1-47ef-9f62-40a9459c5c08,PAID,actor-31183006,2006-09-06T00:00:00.000Z,comments-31183006
31183007-abe7-4a8d-a4ed-7ff7ffa0907e,62101128-f2a1-47ef-9f62-40a9459c5c08,REJECTED,actor-31183007,2014-11-23T00:00:00.000Z,comments-31183007
10309838-76ce-41ab-b035-791aed635d4f,6210128b-cd74-4a55-89f7-87fa467b0024,PAID,actor-10309838,2014-09-08T00:00:00.000Z,comments-10309838
10309839-9654-4e4a-90ad-30c8962a5ec3,6210128b-cd74-4a55-89f7-87fa467b0024,SUBMITTED,actor-10309839,2018-04-17T00:00:00.000Z,comments-10309839
23914691-3ac6-4019-83b1-0c723b358ed1,621013df-8fe0-4e42-9867-f278cece0e65,SUBMITTED,actor-23914691,2002-03-10T00:00:00.000Z,comments-23914691
23914692-9ab3-4eb6-a208-1aacc7061202,621013df-8fe0-4e42-9867-f278cece0e65,SUBMITTED,actor-23914692,2017-09-17T00:00:00.000Z,comments-23914692
22607847-7ed0-4a30-b3d4-b0908f52fd4a,62101453-d95b-4f75-88e5-26e4fd303536,PAID,actor-22607847,2009-12-02T00:00:00.000Z,comments-22607847
22607848-5cd0-4767-a35b-e7ab61ec3a51,62101453-d95b-4f75-88e5-26e4fd303536,APPROVED,actor-22607848,2010-04-18T00:00:00.000Z,comments-22607848
22108804-57d6-4b73-ad9b-1a669f3648c7,621015d6-77c6-438b-b17f-0e8a3cfe8db2,SUBMITTED,actor-22108804,2008-02-12T00:00:00.000Z,comments-22108804
22108805-8ffa-4942-b352-23de2de4ac46,621015d6-77c6-438b-b17f-0e8a3cfe8db2,PAID,actor-22108805,2020-08-01T00:00:00.000Z,comments-22108805
30432483-a357-42a3-99f3-f514e0ce75a4,621016ee-a1f8-44bd-9f52-2aaf52910b1c,PAID,actor-30432483,2022-08-24T00:00:00.000Z,comments-30432483
30432484-97e8-4a58-94f0-4124475ce85e,621016ee-a1f8-44bd-9f52-2aaf52910b1c,APPROVED,actor-30432484,2003-05-14T00:00:00.000Z,comments-30432484
11981333-0703-47fd-9414-8106fb6d6077,621017be-8c5c-48ef-bf8c-9ae2947bda99,PAID,actor-11981333,2014-12-02T00:00:00.000Z,comments-11981333
11981334-d331-4aca-b06f-94265e5fec52,621017be-8c5c-48ef-bf8c-9ae2947bda99,SUBMITTED,actor-11981334,2013-09-13T00:00:00.000Z,comments-11981334
19049840-7d18-4c48-b405-7b4b536abcae,62101830-cc80-4ed7-9def-9ba1339be201,PAID,actor-19049840,2008-10-08T00:00:00.000Z,comments-19049840
19049841-648c-4762-9f69-32c0586e17de,62101830-cc80-4ed7-9def-9ba1339be201,APPROVED,actor-19049841,2016-04-22T00:00:00.000Z,comments-19049841
30581249-848a-4450-abcb-9bbc9214cccb,621019e3-3d02-4e8f-983d-ef3044d19da1,REJECTED,actor-30581249,2012-05-25T00:00:00.000Z,comments-30581249
30581250-a09d-4b2d-8a34-c5f4b78170d9,621019e3-3d02-4e8f-983d-ef3044d19da1,SUBMITTED,actor-30581250,2023-11-20T00:00:00.000Z,comments-30581250
6736693f-df9e-47d2-b904-ee5e517d6efb,62102047-df16-4f7a-81c9-6cef1b592eb4,APPROVED,actor-6736693,2003-07-28T00:00:00.000Z,comments-6736693
6736694f-290f-4aa4-a946-96341cf5b4d2,62102047-df16-4f7a-81c9-6cef1b592eb4,SUBMITTED,actor-6736694,2004-10-25T00:00:00.000Z,comments-6736694
22559037-8dd5-4c83-98b9-9eb2a7a7f62f,62102156-0845-4b0c-844a-769c47770100,PAID,actor-22559037,2021-10-02T00:00:00.000Z,comments-22559037
22559038-975c-436e-b70d-af18f1557d66,62102156-0845-4b0c-844a-769c47770100,REJECTED,actor-22559038,2002-04-13T00:00:00.000Z,comments-22559038
